,College Code,College Name,Branch Code,Year,Branch Name,District,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
8101,5935.0,"Fatima Michael College of Engineering & Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",CS,2019,electrical and electronics engineering,Madurai,102.0,80.0,82.0,,,,81.5,,
8102,5935.0,"Fatima Michael College of Engineering & Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",EC,2019,mechanical engineering,Madurai,80.0,,,,,,,,
8103,5935.0,"Fatima Michael College of Engineering & Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",EE,2019,bio- medical engineering (ss),Chennai,89.0,,,,,,,,
8104,5935.0,"Fatima Michael College of Engineering & Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",ME,2019,civil engineering,Chennai,86.0,80.0,,,,,,,
8105,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,2020,computer science and engineering (ss),Chennai,191.0,190.0,189.5,189.0,,,182.0,156.5,165.5
8106,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,2020,computer science and engineering,Chennai,190.0,190.0,190.0,186.5,,,182.5,182.0,178.3333333
8107,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,2020,electronics and communication engineering,Chennai,196.0,194.5,193.5,192.0,,,188.5,181.5,185.5
8108,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,2020,electrical and electronics engineering,Chennai,198.25,197.0,196.5,195.0,,,192.0,193.5,195.5
8109,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,2020,electronics and communication engg. (ss),Chennai,196.5,194.5,192.0,192.0,,,190.0,186.5,189.0
8110,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,2020,geo-informatics,Chennai,193.5,191.5,193.0,190.5,,,189.0,190.0,176.5
8111,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,2020,industrial engineering,Chennai,193.5,192.0,190.5,190.0,,,185.0,166.5,165.5
8112,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,2020,information tech. (ss),Chennai,190.0,188.0,182.5,185.0,,,172.5,180.5,179.0
8113,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,2020,material science and engineering (ss),Chennai,190.0,187.0,186.5,180.5,,,171.5,155.0,
8114,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,2020,mechanical engineering,Chennai,193.5,192.0,190.5,190.0,,,180.5,163.0,170.0
8115,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,2020,mining engineering,Chennai,188.0,185.0,178.5,178.5,,,164.0,142.5,
8116,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,2020,manufacturing engineering,Chennai,192.0,190.0,190.0,189.5,,,183.5,160.0,176.0
8117,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,2020,printing technology,Chennai,185.0,180.0,174.5,175.0,,,167.5,147.0,
8118,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,2020,civil engineering (tamil medium),Chennai,187.0,184.5,179.0,178.5,,,168.5,144.5,
8119,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,2020,mechanical engineering (tamil medium),Chennai,179.0,176.5,168.0,169.75,,,166.5,131.0,
8120,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,2020,apparel technology (ss),Chennai,175.0,164.5,164.0,168.5,,,151.5,157.0,
8121,1.0,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,2020,chemical engineering,Chennai,177.0,163.5,151.5,170.5,,,161.5,,137.5
8122,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,2020,ceramic technology (ss),Chennai,163.5,159.5,146.0,151.5,,,142.0,115.5,
8123,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,2020,food technology (ss),Chennai,190.0,190.0,186.0,183.0,,,174.0,146.5,184.0
8124,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,2020,industrial bio-technology,Chennai,168.5,159.5,150.0,157.0,,,140.5,120.0,
8125,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,2020,industrial bio-tech. (ss),Chennai,187.0,183.0,181.0,175.0,,,172.5,149.0,126.5
8126,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,2020,leather technology,Chennai,192.0,190.0,187.0,184.0,,,173.5,154.0,
8127,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,2020,pharmaceutical tech (ss),Chennai,190.0,190.0,185.0,178.0,,,168.0,141.5,
8128,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,2020,petroleum engineering and technology (ss),Chennai,167.5,163.0,162.5,154.5,,,147.5,123.5,113.5
8129,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,2020,textile technology,Chennai,182.5,177.5,174.5,166.0,,,156.0,134.0,173.0
8130,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,2020,aeronautical engineering,Chengalpattu,177.5,172.0,175.5,166.0,,,150.0,129.75,
8131,2.0,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,2020,automobile engineering (ss),Chengalpattu,174.5,165.5,158.5,156.5,,,145.5,130.5,136.0
8132,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,2020,automobile engineering,Chengalpattu,191.5,190.0,189.5,188.0,,,183.0,163.5,
8133,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AS,2020,computer science and engineering (ss),Chengalpattu,184.0,180.0,184.0,173.5,,,165.0,139.5,
8134,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,2020,computer science and engineering,Chengalpattu,188.5,186.0,186.0,180.0,,,172.5,169.5,155.5
8135,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,2020,electronics and communication engineering,Chengalpattu,193.0,192.0,192.0,190.0,,,185.0,163.5,168.5
8136,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,2020,electronics and instrumentation engineering,Chengalpattu,195.0,194.0,192.5,191.0,,,189.75,184.0,
8137,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,2020,electronics and communication engg. (ss),Chengalpattu,193.0,192.0,190.0,190.0,,,188.5,173.5,182.0
8138,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EI,2020,information tech. (ss),Chengalpattu,190.0,190.0,189.0,187.0,,,175.5,155.0,
8139,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,2020,mechanical engg. (ss),Chengalpattu,191.0,190.5,190.0,189.0,,,175.5,159.5,129.0
8140,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,2020,production engineering,Chengalpattu,191.5,190.5,190.0,189.5,,,175.0,155.5,152.5
8141,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",MF,2020,rubber and plastic tech.,Chengalpattu,190.0,190.0,189.0,185.5,,,172.5,152.0,137.0
8142,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,2020,computer science and engineering (ai and machine learning),Cuddalore,186.5,183.5,182.0,175.0,,,164.0,135.5,140.0
8143,4.0,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RP,2020,computer science and engineering (big data analytics),Cuddalore,178.5,172.5,156.5,164.0,,,153.0,126.5,
8144,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",AM,2020,civil engineering,Cuddalore,133.0,86.5,97.5,92.0,,,86.0,,
8145,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",BD,2020,chemical engineering,Cuddalore,101.0,79.5,,94.5,,,80.0,,
8146,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CE,2020,computer science and engineering,Cuddalore,109.0,88.0,,88.5,,,80.0,99.5,
8147,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CH,2020,civil and structural engineering,Cuddalore,127.5,91.0,,88.5,,,81.5,100.0,
8148,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,2020,electronics and communication engineering,Cuddalore,128.0,91.5,98.0,104.0,,,91.0,118.0,
8149,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CZ,2020,electrical and electronics engineering,Cuddalore,94.0,,,,,,,,
8150,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,2020,electronics and instrumentation engineering,Cuddalore,125.0,83.0,84.0,100.0,,,86.5,,
8151,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EE,2020,information technology,Cuddalore,98.5,81.0,88.0,80.5,,,80.0,,
8152,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EI,2020,mechanical engineering,Cuddalore,81.5,,,,,,,,
8153,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",IT,2020,mechanical (manufacturing),Cuddalore,113.0,85.5,89.5,81.0,,,88.5,,
8154,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,2020,computer science and engineering,Villupuram,98.5,81.0,86.5,83.0,,,83.5,,
8155,5.0,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",MM,2020,electronics and communication engineering,Villupuram,80.0,,,,,,,,
8156,1013.0,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,2020,information technology,Villupuram,148.0,138.0,101.5,127.0,,,112.0,110.5,
8157,1013.0,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",EC,2020,mechanical engineering,Villupuram,128.0,94.5,99.0,111.0,,,83.5,113.5,
8158,1013.0,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,2020,mechanical engineering (tamil medium),Villupuram,136.5,118.5,123.0,121.5,,,98.0,96.0,
8159,1013.0,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",ME,2020,civil engineering,Villupuram,107.5,89.5,,83.0,,,80.0,85.5,
8160,1013.0,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",XM,2020,computer science and engineering,Villupuram,113.5,,,,,,,,
8161,1014.0,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CE,2020,information technology,Villupuram,80.0,,,,,,,,
8162,1014.0,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CS,2020,civil engineering (tamil medium),Villupuram,143.5,112.0,82.0,114.5,,,103.0,,
8163,1014.0,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",IT,2020,computer science and engineering,Thiruvannamalai,118.0,106.0,86.0,111.0,,,95.0,,
8164,1014.0,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",XC,2020,electronics and communication engineering,Thiruvannamalai,88.5,,,,,,,,
8165,1015.0,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",CS,2020,electrical and electronics engineering,Thiruvannamalai,130.5,112.0,,113.0,,,95.0,109.0,
8166,1015.0,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EC,2020,mechanical engineering,Thiruvannamalai,115.5,93.0,,85.0,,,80.0,,
8167,1015.0,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EE,2020,mechanical engineering (tamil medium),Thiruvannamalai,94.0,83.5,,83.0,,,86.5,,
8168,1015.0,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",ME,2020,computer science and engineering,Kancheepuram,84.0,,,,,,,,
8169,1015.0,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",XM,2020,electronics and communication engineering,Kancheepuram,147.5,,,,,,,,
8170,1026.0,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,2020,electrical and electronics engineering,Kancheepuram,154.5,147.0,116.5,141.0,,,126.0,123.5,125.0
8171,1026.0,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EC,2020,mechanical engineering,Kancheepuram,148.0,126.0,112.5,125.0,,,88.5,,91.0
8172,1026.0,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,2020,civil engineering,Chennai,126.5,97.5,100.0,102.5,,,82.0,,
8173,1026.0,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,2020,computer science and engineering,Chennai,112.5,88.0,102.0,81.0,,,80.0,,
8174,1101.0,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CE,2020,electronics and communication engineering,Chennai,82.0,,,,,,,,
8175,1101.0,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",CS,2020,electrical and electronics engineering,Chennai,116.0,82.0,106.5,80.0,,,,,
8176,1101.0,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EC,2020,information technology,Chennai,107.5,,,,,,,,
8177,1101.0,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",EE,2020,mechanical engineering,Chennai,97.5,,,,,,,,
8178,1101.0,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",IT,2020,aeronautical engineering,Chennai,98.0,97.0,97.0,80.5,,,79.5,,
8179,1101.0,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",ME,2020,civil engineering,Chennai,89.0,,,,,,,,
8180,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",AE,2020,computer science and engineering,Chennai,84.0,,,,,,,,
8181,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",CE,2020,electronics and communication engineering,Chennai,81.5,,,,,,,,
8182,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",CS,2020,electrical and electronics engineering,Chennai,88.5,81.0,82.5,,,,80.0,,
8183,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",EC,2020,electronics and instrumentation engineering,Chennai,82.0,,,,,,,,
8184,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",EE,2020,information technology,Chennai,82.0,,,,,,,,
8185,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",EI,2020,textile technology,Chennai,83.0,,,,,,,,
8186,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",IT,2020,electronics and communication engineering,Thiruvallur,93.5,,,,,,,,
8187,1106.0,"Jaya Engineering College, Thirunindravur, Chennai 602024",TX,2020,food technology,Thiruvallur,80.5,,,,,,,,
8188,1107.0,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH Road, Thiruvallur District 631204",EC,2020,artificial intelligence and data science,Thiruvallur,111.5,,,,,,,,
8189,1107.0,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH Road, Thiruvallur District 631204",FD,2020,bio technology,Thiruvallur,107.75,,,,,,,,
8190,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",AD,2020,civil engineering,Thiruvallur,112.5,85.0,,,,,,,
8191,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",BT,2020,computer science and engineering,Thiruvallur,140.5,93.5,127.0,124.5,,,80.0,,
8192,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CE,2020,electronics and communication engineering,Thiruvallur,115.5,,,,,,,,
8193,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",CS,2020,electrical and electronics engineering,Thiruvallur,133.0,104.0,105.5,85.5,,,82.5,,
8194,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EC,2020,information technology,Thiruvallur,92.0,82.0,,84.5,,,81.5,,
8195,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,2020,mechanical engineering,Thiruvallur,87.0,,,,,,,,
8196,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,2020,mechatronics engineering,Thiruvallur,119.0,102.0,96.0,82.5,,,88.5,,
8197,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",ME,2020,computer science and business system,Thiruvallur,83.5,,,,,,,,
8198,1110.0,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",MZ,2020,computer science and engineering,Thiruvallur,96.5,,,,,,,,
8199,1112.0,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,2020,electronics and communication engineering,Thiruvallur,161.0,152.5,154.0,127.5,,,84.0,,
8200,1112.0,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,2020,electrical and electronics engineering,Thiruvallur,171.5,165.0,150.5,147.5,,,117.0,92.0,
8201,1112.0,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,2020,information technology,Thiruvallur,158.0,148.0,125.0,135.0,,,102.5,,
8202,1112.0,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,2020,artificial intelligence and data science,Thiruvallur,147.0,133.0,,130.5,,,87.5,,
8203,1112.0,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,2020,computer science and business system,Thiruvallur,165.0,162.0,134.5,143.5,,,115.5,,
8204,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,2020,civil engineering,Thiruvallur,178.5,172.0,170.5,145.5,,,132.5,80.5,
8205,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,2020,computer science and engineering,Thiruvallur,168.5,162.5,140.0,141.5,,,108.5,,
8206,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CE,2020,electronics and communication engineering,Thiruvallur,134.0,86.5,,117.5,,,110.0,,
8207,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,2020,electrical and electronics engineering,Thiruvallur,183.5,178.0,155.5,171.0,,,138.5,103.5,123.0
8208,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,2020,electronics and instrumentation engineering,Thiruvallur,174.5,169.0,160.5,158.0,,,119.0,144.0,
8209,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EE,2020,information technology,Thiruvallur,165.5,151.0,,146.0,,,132.5,,
8210,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EI,2020,mechanical engineering,Thiruvallur,137.5,115.5,128.0,80.0,,,94.5,,
8211,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,2020,civil engineering,Chennai,177.0,170.5,149.5,160.5,,,131.0,,100.0
8212,1113.0,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",ME,2020,computer science and engineering,Chennai,160.0,136.0,140.0,144.0,,,101.0,103.0,
8213,1114.0,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CE,2020,electronics and communication engineering,Chennai,85.0,,,,,,,,
8214,1114.0,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CS,2020,electrical and electronics engineering,Chennai,130.5,115.5,103.0,95.0,,,80.0,,
8215,1114.0,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EC,2020,information technology,Chennai,105.5,81.5,83.0,82.5,,,92.0,89.5,
8216,1114.0,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EE,2020,mechanical engineering,Chennai,80.0,,,,,,,,
8217,1114.0,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",IT,2020,artificial intelligence and data science,Thiruvallur,131.0,112.0,119.5,93.0,,,107.0,,
8218,1114.0,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",ME,2020,computer science and engineering,Thiruvallur,80.0,,,,,,,,
8219,1115.0,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",AD,2020,electronics and communication engineering,Thiruvallur,83.0,,,,,,,,
8220,1115.0,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",CS,2020,electrical and electronics engineering,Thiruvallur,100.0,80.0,,88.5,,,90.0,,
8221,1115.0,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EC,2020,mechanical engineering,Thiruvallur,84.0,,,,,,,,
8222,1115.0,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",EE,2020,computer science and engineering,Thiruvallur,81.0,,,,,,,,
8223,1115.0,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",ME,2020,electronics and communication engineering,Thiruvallur,98.0,,,,,,,,
8224,1116.0,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,2020,electrical and electronics engineering,Thiruvallur,103.0,84.5,102.0,81.0,,,81.0,,
8225,1116.0,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EC,2020,mechanical engineering,Thiruvallur,81.0,,,,,,,,
8226,1116.0,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EE,2020,artificial intelligence and data science,Chennai,78.5,,,,,,,,
8227,1116.0,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,2020,bio- medical engineering,Chennai,80.0,,,,,,,,
8228,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",AD,2020,computer science and business system,Chennai,147.0,128.0,145.5,112.0,,,80.0,84.5,
8229,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",BM,2020,computer science and engineering,Chennai,156.0,142.5,134.5,123.0,,,129.0,112.5,
8230,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CB,2020,electronics and communication engineering,Chennai,126.5,112.0,117.0,88.0,,,80.0,,
8231,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",CS,2020,electrical and electronics engineering,Chennai,152.0,137.5,131.0,127.0,,,94.0,129.5,
8232,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EC,2020,information technology,Chennai,134.0,114.0,115.0,91.0,,,90.0,90.0,
8233,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EE,2020,mechanical engineering,Chennai,121.5,96.0,100.0,110.5,,,105.0,,
8234,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",IT,2020,robotics and automation,Chennai,132.0,121.0,127.5,114.0,,,83.0,80.5,
8235,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",ME,2020,artificial intelligence and data science,Chennai,120.0,95.5,100.0,83.0,,,87.0,,
8236,1118.0,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",RM,2020,automobile engineering,Chennai,119.0,104.0,113.5,81.0,,,81.5,,101.5
8237,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",AD,2020,civil engineering,Chennai,155.5,137.0,124.0,115.5,,,86.0,,122.5
8238,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",AU,2020,computer science and engineering,Chennai,86.0,,,,,,,,
8239,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CE,2020,electronics and communication engineering,Chennai,80.5,,,,,,,,
8240,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CS,2020,electrical and electronics engineering,Chennai,162.5,151.0,144.5,132.0,,,100.5,119.5,
8241,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EC,2020,electronics and instrumentation engineering,Chennai,145.5,129.5,101.0,101.5,,,82.0,125.5,
8242,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EE,2020,information technology,Chennai,129.5,113.5,98.5,81.0,,,96.5,,
8243,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EI,2020,mechanical engineering,Chennai,120.5,104.5,,,,,98.5,,
8244,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",IT,2020,civil engineering,Thiruvallur,158.0,150.5,123.5,126.5,,,92.0,98.5,
8245,1120.0,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",ME,2020,computer science and engineering,Thiruvallur,109.5,83.0,104.5,89.5,,,98.0,,
8246,1121.0,"Sri Venkateswara Institute of Science and Technology, Kozhundalur, Thiruvallur District 631203",CE,2020,electronics and communication engineering,Thiruvallur,136.5,,,,,,,,
