,College Code,College Name,Branch Code,Year,Branch Name,District,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
0,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AI,2017,agricultural and irrigation engg.(ss),CHENNAI,196.25,195.25,193.25,194.25,,,188.75,185.75,175.25
1,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",BY,2017,bio medical engg(ss),CHENNAI,198.25,197.5,197.25,196.5,,,193.0,191.75,188.0
2,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CE,2017,civil engineering,CHENNAI,198.5,198.0,197.5,197.5,,,196.0,193.5,196.0
3,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CM,2017,computer science and engg.(ss),CHENNAI,199.0,198.75,199.0,197.75,,,193.5,190.5,193.33
4,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CS,2017,computer science and engg.,CHENNAI,199.75,199.5,199.5,199.0,,,197.5,196.25,193.75
5,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,2017,electronics and comm engg.,CHENNAI,200.0,199.75,199.75,199.25,,,198.25,197.0,190.25
6,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,2017,electrical and elec. engg.,CHENNAI,199.25,199.0,198.5,198.75,,,196.5,197.0,193.25
7,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,2017,electronics and comm engg(ss),CHENNAI,199.25,199.0,198.0,198.5,,,195.5,194.5,189.0
8,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",GI,2017,geo-informatics,CHENNAI,196.75,196.0,194.0,194.75,,,188.75,186.25,
9,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IE,2017,industrial engineering,CHENNAI,196.5,196.0,195.5,194.25,,,186.75,184.0,
10,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,2017,information technology(ss),CHENNAI,198.5,198.0,197.75,197.0,,,191.5,184.5,172.0
11,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MA,2017,materials science and engg.(ss),CHENNAI,196.0,195.5,194.75,194.25,,,184.0,179.75,
12,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,2017,mechanical engineering,CHENNAI,199.25,199.0,198.5,198.25,,,196.5,196.5,190.75
13,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MI,2017,mining engineering,CHENNAI,197.0,196.0,193.25,195.0,,,188.75,191.0,
14,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MN,2017,manufacturing engineering,CHENNAI,197.25,196.5,196.75,195.5,,,187.0,193.0,
15,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,2017,printing technology,CHENNAI,195.0,194.25,190.75,192.5,,,183.75,180.25,164.5
16,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XC,2017,civil engineering (tamil medium),CHENNAI,192.25,190.5,190.5,188.75,,,179.5,173.0,161.0
17,1.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XM,2017,mechanical engineering (tamil medium),CHENNAI,193.5,191.0,191.25,189.25,,,180.0,175.75,164.25
18,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AP,2017,apparel technology(ss),CHENNAI,193.25,192.0,191.0,190.0,,,178.5,173.25,
19,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CH,2017,chemical engineering,CHENNAI,198.5,197.75,196.75,197.0,,,193.5,195.25,185.25
20,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CL,2017,chemical engineering(ss),CHENNAI,197.25,197.0,196.5,195.5,,,188.0,183.75,176.0
21,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CR,2017,ceramic technology(ss),CHENNAI,192.75,192.0,190.25,190.25,,,178.0,170.75,
22,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",FS,2017,food technology(ss),CHENNAI,196.0,195.25,194.25,193.5,,,186.25,175.5,
23,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IB,2017,industrial bio-technology,CHENNAI,197.75,197.0,195.75,195.5,,,193.0,192.75,
24,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IS,2017,industrial bio-technology(ss),CHENNAI,197.0,196.5,195.25,194.75,,,186.0,184.75,
25,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",LE,2017,leather technology,CHENNAI,193.75,192.75,193.0,191.25,,,181.75,179.75,178.5
26,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PM,2017,pharmaceutical technology(ss),CHENNAI,195.0,194.25,194.75,192.25,,,183.5,172.5,
27,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PP,2017,petroleum engineering and tech(ss),CHENNAI,195.75,195.0,194.75,193.5,,,185.75,176.25,165.25
28,2.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - ACT CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",TX,2017,textile technology,CHENNAI,193.75,193.0,192.25,191.75,,,182.0,177.0,157.25
29,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AE,2017,aeronautical engineering,KANCHEEPURAM,198.25,197.33,197.75,197.0,,,194.75,195.0,
30,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AS,2017,automobile engineering (ss),KANCHEEPURAM,196.75,196.25,196.5,195.0,,,187.0,185.0,
31,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,2017,automobile engineering,KANCHEEPURAM,197.5,197.0,196.75,195.75,,,191.25,187.0,180.75
32,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CM,2017,computer science and engg.(ss),KANCHEEPURAM,198.5,198.33,197.5,197.0,,,192.0,186.0,
33,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,2017,computer science and engg.,KANCHEEPURAM,198.75,198.5,198.0,197.75,,,195.0,197.5,192.25
34,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,2017,electronics and comm engg.,KANCHEEPURAM,199.25,199.0,198.0,198.25,,,196.5,196.25,188.25
35,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,2017,electronics and instru engg.,KANCHEEPURAM,198.25,198.0,197.75,197.25,,,192.75,190.75,176.5
36,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,2017,electronics and comm engg(ss),KANCHEEPURAM,198.75,198.5,197.0,197.75,,,193.5,188.75,177.75
37,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EX,2017,electronics and instru engg(ss),KANCHEEPURAM,197.75,197.25,196.75,196.25,,,189.75,179.5,
38,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,2017,information technology(ss),KANCHEEPURAM,197.75,197.5,196.25,196.0,,,188.75,180.0,168.0
39,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,2017,mechanical engineering(ss),KANCHEEPURAM,198.75,198.25,197.5,197.75,,,194.25,191.5,186.0
40,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,2017,production engineering,KANCHEEPURAM,196.75,196.25,195.5,194.75,,,186.75,186.25,168.0
41,4.0,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,2017,rubber and plastic technology,KANCHEEPURAM,194.75,193.5,191.5,193.0,,,183.75,174.75,161.25
42,1013.0,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",CS,2017,computer science and engg.,VILLUPURAM,179.25,174.0,168.75,175.5,,,162.75,163.25,149.25
43,1013.0,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",EC,2017,electronics and comm engg.,VILLUPURAM,183.75,176.75,177.75,180.25,,,165.5,138.0,
44,1013.0,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",IT,2017,information technology,VILLUPURAM,173.75,165.5,145.25,163.25,,,156.75,134.75,
45,1013.0,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",ME,2017,mechanical engineering,VILLUPURAM,180.25,176.0,174.0,176.5,,,167.5,144.25,175.25
46,1013.0,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",XM,2017,mechanical engineering (tamil medium),VILLUPURAM,125.0,92.75,,92.5,,,96.0,,
47,1014.0,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",CE,2017,civil engineering,VILLUPURAM,174.75,158.75,156.5,163.75,,,161.5,122.25,139.5
48,1014.0,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",CS,2017,computer science and engg.,VILLUPURAM,173.5,167.0,156.0,168.25,,,161.25,164.5,139.25
49,1014.0,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",EC,2017,electronics and comm engg.,VILLUPURAM,180.25,172.5,160.25,172.75,,,161.75,118.0,
50,1014.0,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",IT,2017,information technology,VILLUPURAM,162.5,155.75,151.0,157.0,,,152.75,113.75,
51,1014.0,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",XC,2017,civil engineering (tamil medium),VILLUPURAM,100.25,90.25,,,,,,,
52,1015.0,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",CS,2017,computer science and engg.,THIRUVANNAMALAI,169.75,162.0,143.75,163.0,,,151.0,99.5,131.0
53,1015.0,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",EC,2017,electronics and comm engg.,THIRUVANNAMALAI,182.25,173.25,105.5,173.25,,,151.75,153.0,155.0
54,1015.0,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",EE,2017,electrical and elec. engg.,THIRUVANNAMALAI,175.25,168.0,142.25,171.25,,,150.0,128.75,135.0
55,1015.0,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",ME,2017,mechanical engineering,THIRUVANNAMALAI,177.0,171.25,164.75,172.0,,,158.5,127.25,
56,1015.0,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",XM,2017,mechanical engineering (tamil medium),THIRUVANNAMALAI,109.75,108.0,,95.5,,,85.5,,
57,1026.0,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",CS,2017,computer science and engg.,KANCHEEPURAM,187.25,183.0,178.75,179.5,,,165.25,174.0,140.75
58,1026.0,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",EC,2017,electronics and comm engg.,KANCHEEPURAM,189.5,187.5,169.75,184.25,,,167.0,143.75,
59,1026.0,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",EE,2017,electrical and elec. engg.,KANCHEEPURAM,184.5,180.5,166.75,178.5,,,164.75,146.5,
60,1026.0,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",ME,2017,mechanical engineering,KANCHEEPURAM,187.25,181.25,180.0,180.0,,,164.5,172.0,142.5
61,1101.0,"AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,NIZARA EDUCATIONAL CAMPUS,,THIRUVALLUR DIST, PIN - 600055.",CE,2017,civil engineering,THIRUVALLUR,138.5,137.25,138.0,,,,127.25,,
62,1101.0,"AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,NIZARA EDUCATIONAL CAMPUS,,THIRUVALLUR DIST, PIN - 600055.",CS,2017,computer science and engg.,THIRUVALLUR,125.5,86.25,120.25,123.0,,,105.5,,
63,1101.0,"AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,NIZARA EDUCATIONAL CAMPUS,,THIRUVALLUR DIST, PIN - 600055.",EC,2017,electronics and comm engg.,THIRUVALLUR,109.25,97.5,106.0,,,,106.5,,
64,1101.0,"AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,NIZARA EDUCATIONAL CAMPUS,,THIRUVALLUR DIST, PIN - 600055.",EE,2017,electrical and elec. engg.,THIRUVALLUR,142.75,,142.5,122.5,,,,,
65,1101.0,"AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,NIZARA EDUCATIONAL CAMPUS,,THIRUVALLUR DIST, PIN - 600055.",IT,2017,information technology,THIRUVALLUR,96.5,,,,,,,,
66,1101.0,"AALIM MUHAMMED SALEGH COLLEGE OF ENGINEERING,NIZARA EDUCATIONAL CAMPUS,,THIRUVALLUR DIST, PIN - 600055.",ME,2017,mechanical engineering,THIRUVALLUR,167.5,90.0,164.5,116.75,,,115.75,,
67,1102.0,"BHAJARANG ENGINEERING COLLEGE,NEAR AVADI, VEPPAMPATTU (RS),,THIRUVALLUR DIST, PIN - 602024.",CS,2017,computer science and engg.,THIRUVALLUR,84.25,,,,,,,,
68,1102.0,"BHAJARANG ENGINEERING COLLEGE,NEAR AVADI, VEPPAMPATTU (RS),,THIRUVALLUR DIST, PIN - 602024.",EC,2017,electronics and comm engg.,THIRUVALLUR,80.5,,,,,,,,
69,1102.0,"BHAJARANG ENGINEERING COLLEGE,NEAR AVADI, VEPPAMPATTU (RS),,THIRUVALLUR DIST, PIN - 602024.",ME,2017,mechanical engineering,THIRUVALLUR,91.5,,,,,,,,
70,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",AE,2017,aeronautical engineering,THIRUVALLUR,98.0,,,,,,,,
71,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",CE,2017,civil engineering,THIRUVALLUR,84.0,,,,,,,,
72,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",CS,2017,computer science and engg.,THIRUVALLUR,134.5,95.0,91.5,89.25,,,,,
73,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",EC,2017,electronics and comm engg.,THIRUVALLUR,126.0,88.0,,94.75,,,120.5,124.25,
74,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",EE,2017,electrical and elec. engg.,THIRUVALLUR,117.75,,,,,,,,
75,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",EI,2017,electronics and instru engg.,THIRUVALLUR,96.75,,,,,,,,
76,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",IT,2017,information technology,THIRUVALLUR,85.75,,,,,,,,
77,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",ME,2017,mechanical engineering,THIRUVALLUR,149.5,143.5,,108.25,,,99.5,,
78,1106.0,"JAYA ENGINEERING COLLEGE,C.T.H.ROAD, PRAKASH NAGAR, NEAR AVADI,THIRUVALLUR DIST, PIN - 602024.",TX,2017,textile technology,THIRUVALLUR,137.75,104.0,134.5,96.5,,,,,
79,1110.0,"PRATHYUSHA ENGINEERING COLLEGE,POONAMALLEE-THIRUVALLUR RD,,THIRUVALLUR DIST, PIN - 602025.",BT,2017,bio-technology,THIRUVALLUR,181.0,177.25,178.5,171.5,,,156.75,,
80,1110.0,"PRATHYUSHA ENGINEERING COLLEGE,POONAMALLEE-THIRUVALLUR RD,,THIRUVALLUR DIST, PIN - 602025.",CE,2017,civil engineering,THIRUVALLUR,91.5,,,,,,,,
81,1110.0,"PRATHYUSHA ENGINEERING COLLEGE,POONAMALLEE-THIRUVALLUR RD,,THIRUVALLUR DIST, PIN - 602025.",CS,2017,computer science and engg.,THIRUVALLUR,158.5,143.5,131.5,125.75,,,88.25,,
82,1110.0,"PRATHYUSHA ENGINEERING COLLEGE,POONAMALLEE-THIRUVALLUR RD,,THIRUVALLUR DIST, PIN - 602025.",EC,2017,electronics and comm engg.,THIRUVALLUR,154.5,145.75,124.5,125.5,,,109.0,,
83,1110.0,"PRATHYUSHA ENGINEERING COLLEGE,POONAMALLEE-THIRUVALLUR RD,,THIRUVALLUR DIST, PIN - 602025.",EE,2017,electrical and elec. engg.,THIRUVALLUR,143.0,126.5,,121.5,,,130.0,,
84,1110.0,"PRATHYUSHA ENGINEERING COLLEGE,POONAMALLEE-THIRUVALLUR RD,,THIRUVALLUR DIST, PIN - 602025.",ME,2017,mechanical engineering,THIRUVALLUR,148.25,133.5,,119.5,,,86.75,,
85,1112.0,"R.M.D. ENGINEERING COLLEGE,R.S.M. NAGAR, G.N.T.ROAD,,THIRUVALLUR DIST, PIN - 601206.",CS,2017,computer science and engg.,THIRUVALLUR,192.5,190.0,182.25,186.0,,,149.75,,
86,1112.0,"R.M.D. ENGINEERING COLLEGE,R.S.M. NAGAR, G.N.T.ROAD,,THIRUVALLUR DIST, PIN - 601206.",EC,2017,electronics and comm engg.,THIRUVALLUR,192.75,190.75,183.0,186.25,,,166.75,142.75,
87,1112.0,"R.M.D. ENGINEERING COLLEGE,R.S.M. NAGAR, G.N.T.ROAD,,THIRUVALLUR DIST, PIN - 601206.",EE,2017,electrical and elec. engg.,THIRUVALLUR,189.5,187.5,183.0,184.0,,,156.5,,156.0
88,1112.0,"R.M.D. ENGINEERING COLLEGE,R.S.M. NAGAR, G.N.T.ROAD,,THIRUVALLUR DIST, PIN - 601206.",EI,2017,electronics and instru engg.,THIRUVALLUR,187.25,183.5,166.25,174.5,,,135.75,,
89,1112.0,"R.M.D. ENGINEERING COLLEGE,R.S.M. NAGAR, G.N.T.ROAD,,THIRUVALLUR DIST, PIN - 601206.",IT,2017,information technology,THIRUVALLUR,187.75,186.75,178.0,175.0,,,145.0,,
90,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",CE,2017,civil engineering,THIRUVALLUR,186.25,182.5,173.0,177.75,,,154.5,116.0,135.25
91,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",CS,2017,computer science and engg.,THIRUVALLUR,195.0,193.75,189.5,189.5,,,169.0,168.0,
92,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",EC,2017,electronics and comm engg.,THIRUVALLUR,194.75,193.75,190.5,190.25,,,174.0,148.0,166.5
93,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",EE,2017,electrical and elec. engg.,THIRUVALLUR,193.25,191.5,184.0,188.75,,,173.75,133.25,146.5
94,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",EI,2017,electronics and instru engg.,THIRUVALLUR,191.75,189.25,174.75,182.5,,,156.5,,
95,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",IT,2017,information technology,THIRUVALLUR,193.5,192.0,188.75,186.5,,,159.25,187.0,
96,1113.0,"R.M.K. ENGINEERING COLLEGE,R.S.M. NAGAR,,THIRUVALLUR DIST, PIN - 601206.",ME,2017,mechanical engineering,THIRUVALLUR,194.0,192.75,189.25,190.5,,,179.75,140.25,
97,1114.0,"S.A. ENGINEERING COLLEGE,POONAMALLEE-AVADI MAIN ROAD,,THIRUVALLUR DIST, PIN - 600077.",CE,2017,civil engineering,THIRUVALLUR,128.0,93.25,113.0,94.25,,,107.0,,
98,1114.0,"S.A. ENGINEERING COLLEGE,POONAMALLEE-AVADI MAIN ROAD,,THIRUVALLUR DIST, PIN - 600077.",CS,2017,computer science and engg.,THIRUVALLUR,163.25,153.5,150.0,153.25,,,104.0,,
99,1114.0,"S.A. ENGINEERING COLLEGE,POONAMALLEE-AVADI MAIN ROAD,,THIRUVALLUR DIST, PIN - 600077.",EC,2017,electronics and comm engg.,THIRUVALLUR,164.5,154.75,134.5,146.0,,,118.5,,
100,1114.0,"S.A. ENGINEERING COLLEGE,POONAMALLEE-AVADI MAIN ROAD,,THIRUVALLUR DIST, PIN - 600077.",EE,2017,electrical and elec. engg.,THIRUVALLUR,147.75,134.25,,124.75,,,89.0,,
101,1114.0,"S.A. ENGINEERING COLLEGE,POONAMALLEE-AVADI MAIN ROAD,,THIRUVALLUR DIST, PIN - 600077.",IT,2017,information technology,THIRUVALLUR,154.5,149.5,135.0,148.5,,,116.25,,
102,1114.0,"S.A. ENGINEERING COLLEGE,POONAMALLEE-AVADI MAIN ROAD,,THIRUVALLUR DIST, PIN - 600077.",ME,2017,mechanical engineering,THIRUVALLUR,156.75,150.5,144.75,146.5,,,114.0,105.75,
